issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,单选注数,单选奖金,组三注数,组三奖金,组六注数,组六奖金,奇数,偶数,大号,小号,一区,二区,三区,二连,三连,二跳,三跳,重号,邻号,孤号,和值,AC,跨度
2014050,2014-02-27,7 5 7,,7 5 7,,55111208.0,,,,星期四,237.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '33865', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '33732', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,5,7,33865.0,1000.0,33732.0,320.0,0.0,160.0,3,0,3,0,0,1,2,0,0,1,0,0.0,0.0,3.0,19.0,-1.0,2.0
2014049,2014-02-26,3 9 2,,3 9 2,,55364382.0,,,,星期三,552.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '14126', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '20960', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,9,2,14126.0,1000.0,0.0,320.0,20960.0,160.0,2,1,1,2,2,0,1,1,0,0,0,1.0,2.0,0.0,14.0,1.0,7.0
2014048,2014-02-25,2 1 4,,2 1 4,,53841670.0,,,,星期二,807.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '19662', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '31463', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,4,19662.0,1000.0,0.0,320.0,31463.0,160.0,1,2,0,3,2,1,0,1,0,1,0,0.0,3.0,0.0,7.0,1.0,3.0
2014047,2014-02-24,9 0 3,,9 0 3,,54656496.0,,,,星期一,77.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '15317', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '30751', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,0,3,15317.0,1000.0,0.0,320.0,30751.0,160.0,2,1,1,2,2,0,1,0,0,0,0,0.0,2.0,1.0,12.0,1.0,9.0
2014046,2014-02-23,2 4 8,,2 4 8,,51177838.0,,,,星期日,967.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '19413', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '32687', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,4,8,19413.0,1000.0,0.0,320.0,32687.0,160.0,0,3,1,2,1,1,1,0,0,1,0,1.0,2.0,0.0,14.0,1.0,6.0
2014045,2014-02-22,2 3 6,,2 3 6,,49738726.0,,,,星期六,570.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '31359', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '50994', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,3,6,31359.0,1000.0,0.0,320.0,50994.0,160.0,1,2,1,2,2,1,0,1,0,0,0,0.0,1.0,2.0,11.0,1.0,4.0
2014044,2014-02-21,5 8 5,,5 8 5,,52061154.0,,,,星期五,388.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '33426', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '24752', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,8,5,33426.0,1000.0,24752.0,320.0,0.0,160.0,2,1,3,0,0,2,1,0,0,0,0,2.0,2.0,-1.0,18.0,-1.0,3.0
2014043,2014-02-20,8 5 4,,8 5 4,,49654044.0,,,,星期四,724.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '18546', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '39967', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,5,4,18546.0,1000.0,0.0,320.0,39967.0,160.0,1,2,2,1,0,2,1,1,0,0,0,1.0,2.0,0.0,17.0,1.0,4.0
2014042,2014-02-19,1 5 6,,1 5 6,,49740970.0,,,,星期三,731.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '27676', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '48670', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,5,6,27676.0,1000.0,0.0,320.0,48670.0,160.0,2,1,2,1,1,2,0,1,0,0,0,0.0,2.0,1.0,12.0,1.0,5.0
2014041,2014-02-18,7 0 2,,7 0 2,,48256458.0,,,,星期二,898.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '17704', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '16552', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,2,17704.0,1000.0,0.0,320.0,16552.0,160.0,1,2,1,2,2,0,1,0,0,1,0,1.0,1.0,1.0,9.0,1.0,7.0
2014040,2014-02-17,0 6 8,,0 6 8,,46517886.0,,,,星期一,847.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '11745', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '27787', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,6,8,11745.0,1000.0,0.0,320.0,27787.0,160.0,0,3,2,1,1,1,1,0,0,1,0,1.0,2.0,0.0,14.0,1.0,8.0
2014039,2014-02-16,4 7 8,,4 7 8,,44499028.0,,,,星期日,323.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '19117', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '22949', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,7,8,19117.0,1000.0,0.0,320.0,22949.0,160.0,1,2,2,1,0,1,2,1,0,0,0,1.0,0.0,2.0,19.0,1.0,4.0
2014038,2014-02-15,0 0 4,,0 0 4,,45248970.0,,,,星期六,765.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '5932', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '7186', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,0,4,5932.0,1000.0,7186.0,320.0,0.0,160.0,0,3,0,3,2,1,0,0,0,0,0,1.0,0.0,2.0,4.0,-1.0,4.0
2014037,2014-02-14,8 0 9,,8 0 9,,44499994.0,,,,星期五,205.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '29934', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '40166', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,0,9,29934.0,1000.0,0.0,320.0,40166.0,160.0,1,2,2,1,1,0,2,1,0,0,0,1.0,0.0,2.0,17.0,1.0,9.0
2014036,2014-02-13,6 3 0,,6 3 0,,45397788.0,,,,星期四,667.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '13090', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '26824', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,3,0,13090.0,1000.0,0.0,320.0,26824.0,160.0,1,2,1,2,2,1,0,0,0,0,1,1.0,2.0,0.0,9.0,0.0,6.0
2014035,2014-02-12,7 2 3,,7 2 3,,42598796.0,,,,星期三,303.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '15572', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '27290', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,2,3,15572.0,1000.0,0.0,320.0,27290.0,160.0,2,1,1,2,2,0,1,1,0,0,0,1.0,1.0,1.0,12.0,1.0,5.0
2014034,2014-02-11,3 3 5,,3 3 5,,40753266.0,,,,星期二,657.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '30299', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '28887', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,3,5,30299.0,1000.0,28887.0,320.0,0.0,160.0,3,0,1,2,2,1,0,0,0,1,0,0.0,3.0,0.0,11.0,-1.0,2.0
2014033,2014-02-10,4 4 4,,4 4 4,,42234852.0,,,,星期一,452.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '67186', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,4,4,67186.0,1000.0,0.0,320.0,0.0,160.0,0,3,0,3,0,3,0,0,0,0,0,0.0,3.0,0.0,12.0,-2.0,0.0
2014032,2014-02-09,2 5 6,,2 5 6,,38982254.0,,,,星期日,732.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '14382', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '35152', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,6,14382.0,1000.0,0.0,320.0,35152.0,160.0,1,2,2,1,1,2,0,1,0,0,0,1.0,1.0,1.0,13.0,1.0,4.0
2014031,2014-02-08,2 0 4,,2 0 4,,37478570.0,,,,星期六,842.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '9527', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '16371', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,0,4,9527.0,1000.0,0.0,320.0,16371.0,160.0,0,3,0,3,2,1,0,0,0,0,1,1.0,0.0,2.0,6.0,0.0,4.0
2014030,2014-02-07,4 8 8,,4 8 8,,40093518.0,,,,星期五,21.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '11386', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '9298', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,8,8,11386.0,1000.0,9298.0,320.0,0.0,160.0,0,3,2,1,0,1,2,0,0,0,0,1.0,0.0,2.0,20.0,-1.0,4.0
2014029,2014-01-29,6 1 8,,6 1 8,,43169964.0,,,,星期三,744.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '18500', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '33696', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,1,8,18500.0,1000.0,0.0,320.0,33696.0,160.0,1,2,2,1,1,1,1,0,0,1,0,1.0,2.0,0.0,15.0,1.0,7.0
2014028,2014-01-28,8 0 5,,8 0 5,,46991026.0,,,,星期二,198.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '10869', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '22536', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,0,5,10869.0,1000.0,0.0,320.0,22536.0,160.0,1,2,2,1,1,1,1,0,0,0,0,0.0,2.0,1.0,13.0,1.0,8.0
2014027,2014-01-27,7 7 4,,7 7 4,,47216580.0,,,,星期一,352.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '13692', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '15103', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,7,4,13692.0,1000.0,15103.0,320.0,0.0,160.0,2,1,2,1,0,1,2,0,0,0,0,0.0,1.0,2.0,18.0,-1.0,3.0
2014026,2014-01-26,3 0 0,,3 0 0,,50542950.0,,,,星期日,662.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '5418', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '4726', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,0,0,5418.0,1000.0,4726.0,320.0,0.0,160.0,1,2,0,3,3,0,0,0,0,0,0,1.0,0.0,2.0,3.0,-1.0,3.0
2014025,2014-01-25,6 8 3,,6 8 3,,49709660.0,,,,星期六,458.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '20419', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '36202', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,3,20419.0,1000.0,0.0,320.0,36202.0,160.0,1,2,2,1,1,1,1,0,0,1,0,1.0,1.0,1.0,17.0,1.0,5.0
2014024,2014-01-24,3 4 4,,3 4 4,,50375718.0,,,,星期五,883.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '23593', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '22071', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,4,4,23593.0,1000.0,22071.0,320.0,0.0,160.0,1,2,0,3,1,2,0,1,0,0,0,1.0,2.0,0.0,11.0,-1.0,1.0
2014023,2014-01-23,3 0 3,,3 0 3,,50982982.0,,,,星期四,879.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '17847', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '14205', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,0,3,17847.0,1000.0,14205.0,320.0,0.0,160.0,2,1,0,3,3,0,0,0,0,0,0,0.0,0.0,3.0,6.0,-1.0,3.0
2014022,2014-01-22,9 6 9,,9 6 9,,51684262.0,,,,星期三,391.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '26403', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '20763', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,6,9,26403.0,1000.0,20763.0,320.0,0.0,160.0,2,1,3,0,0,1,2,0,0,0,0,0.0,3.0,0.0,24.0,-1.0,3.0
2014021,2014-01-21,8 7 5,,8 7 5,,50719312.0,,,,星期二,985.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '15290', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '35743', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,7,5,15290.0,1000.0,0.0,320.0,35743.0,160.0,2,1,3,0,0,1,2,1,0,1,0,2.0,2.0,-1.0,20.0,1.0,3.0
2014020,2014-01-20,0 8 7,,0 8 7,,51250442.0,,,,星期一,527.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '9048', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '31284', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,8,7,9048.0,1000.0,0.0,320.0,31284.0,160.0,1,2,2,1,1,0,2,1,0,0,0,1.0,2.0,0.0,15.0,1.0,8.0
