issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2024015,2024-01-15,69,69,19,4,5,7,9,11,59,14,4,5,7,9,11,49,14,4,5,7,9,11,39,13,4,5,7,9,13,29,8,4,5,7,8,8,19,7,5,7,7,7,7
2024016,2024-01-16,69,69,18,5,5,6,8,10,59,15,5,5,6,8,10,49,11,5,5,6,8,10,39,10,5,5,6,8,10,29,7,5,5,6,7,7,19,4,3,4,4,4,4
2024017,2024-01-17,68,68,17,4,4,6,8,14,58,17,4,4,6,8,14,48,16,4,4,6,8,14,38,12,4,4,6,8,12,28,9,4,4,7,9,9,18,5,4,5,5,5,5
2024018,2024-01-18,68,68,18,6,8,9,10,12,58,14,6,8,9,10,12,48,13,6,8,9,10,12,38,12,6,8,9,10,12,28,10,6,8,9,10,10,18,5,5,5,5,5,5
2024019,2024-01-19,65,65,16,2,3,5,5,10,55,14,2,3,5,5,10,45,11,2,3,5,5,10,35,8,2,3,5,5,8,25,3,2,3,3,3,3,15,3,3,3,3,3,3
2024020,2024-01-20,69,69,17,3,3,5,5,9,59,15,3,3,5,5,9,49,13,3,3,5,5,9,39,8,3,3,5,5,8,29,7,3,3,5,7,7,19,4,3,4,4,4,4
2024021,2024-01-21,71,71,17,3,6,9,9,10,61,15,3,6,9,9,10,51,12,3,6,9,9,10,41,10,3,6,9,9,10,31,9,3,6,9,9,9,21,7,4,7,7,7,7
2024022,2024-01-22,64,64,15,4,6,6,6,9,54,12,4,6,6,6,9,44,11,4,6,6,6,9,34,8,4,6,6,7,8,24,6,4,6,6,6,6,14,4,4,4,4,4,4
2024023,2024-01-23,67,67,16,3,3,3,6,8,57,12,3,3,3,6,8,47,10,3,3,3,6,9,37,7,3,3,3,6,7,27,7,3,3,6,7,7,17,3,3,3,3,3,3
2024024,2024-01-24,67,67,16,7,7,8,10,11,57,15,7,7,8,10,11,47,13,7,7,8,10,11,37,12,7,7,8,10,12,27,8,7,7,8,8,8,17,7,7,7,7,7,7
2024025,2024-01-25,66,66,16,3,4,5,8,10,56,14,3,4,5,8,10,46,10,3,4,5,8,10,36,9,3,4,5,8,9,26,7,3,3,6,7,7,16,3,3,3,3,3,3
2024026,2024-01-26,66,66,16,5,6,7,7,9,56,13,5,6,7,7,9,46,11,5,6,7,7,9,36,8,5,6,7,7,8,26,7,5,6,7,7,7,16,6,5,6,6,6,6
2024027,2024-01-27,66,66,17,4,4,5,6,12,56,15,4,4,5,6,12,46,13,4,4,5,6,12,36,10,4,4,5,6,10,26,5,4,4,5,5,5,16,4,4,4,4,4,4
2024028,2024-01-28,66,66,19,2,3,4,6,11,56,14,2,3,4,6,11,46,12,2,3,4,6,11,36,8,2,3,4,6,8,26,6,2,3,6,6,6,16,3,3,3,3,3,3
2024029,2024-01-29,70,70,16,2,3,5,8,11,60,15,2,3,5,8,11,50,13,2,3,5,8,11,40,11,2,3,5,8,11,30,8,2,3,5,8,8,20,4,2,4,4,4,4
2024030,2024-01-30,68,68,18,2,4,6,10,10,58,14,2,4,6,10,10,48,13,2,4,6,10,10,38,11,2,4,6,10,11,28,6,2,4,6,6,6,18,5,4,5,5,5,5
2024031,2024-01-31,70,70,16,6,7,9,10,11,60,15,6,7,9,10,11,50,15,6,7,9,10,11,40,11,6,7,9,10,11,30,9,6,7,9,9,9,20,8,8,8,8,8,8
2024032,2024-02-01,66,66,17,5,6,8,8,11,56,14,5,6,8,8,11,46,12,5,6,8,8,11,36,8,5,6,8,8,8,26,6,5,6,6,6,6,16,4,4,4,4,4,4
2024033,2024-02-02,65,65,16,4,6,7,9,10,55,13,4,6,7,9,10,45,11,4,6,7,9,11,35,9,4,6,7,9,9,25,8,4,6,8,8,8,15,5,5,5,5,5,5
2024034,2024-02-03,66,66,17,3,4,5,7,10,56,15,3,4,5,7,10,46,12,3,4,5,7,10,36,8,3,4,5,7,8,26,7,3,4,6,7,7,16,4,4,4,4,4,4
2024035,2024-02-04,68,68,17,7,7,8,9,9,58,14,7,7,8,9,9,48,12,7,7,8,9,9,38,10,7,7,8,9,10,28,8,7,7,8,8,8,18,6,5,6,6,6,6
2024036,2024-02-05,65,65,15,4,5,7,9,11,55,13,4,5,7,9,11,45,12,4,5,7,9,11,35,10,4,5,7,10,10,25,7,4,5,7,7,7,15,3,3,3,3,3,3
2024037,2024-02-06,67,67,17,7,7,8,9,13,57,16,7,7,8,9,13,47,14,7,7,8,9,13,37,12,7,7,8,9,12,27,9,7,7,9,9,9,17,6,5,6,6,6,6
2024038,2024-02-07,65,65,17,5,6,6,8,10,55,14,5,6,6,8,10,45,10,5,6,6,8,10,35,8,5,6,6,8,8,25,8,5,6,8,8,8,15,5,5,5,5,5,5
2024039,2024-02-18,66,66,17,6,6,7,8,10,56,14,6,6,7,8,10,46,10,6,6,7,8,10,36,9,6,6,7,8,9,26,7,6,6,7,7,7,16,5,5,5,5,5,5
2024040,2024-02-19,67,67,16,2,3,4,5,6,57,13,2,3,4,5,6,47,8,2,3,4,5,6,37,5,2,3,4,5,5,27,4,2,3,4,4,4,17,3,3,3,3,3,3
2024041,2024-02-20,70,70,18,3,4,5,6,8,60,15,3,4,5,6,8,50,14,3,4,5,6,8,40,9,3,4,5,6,9,30,6,3,4,6,6,6,20,5,4,5,5,5,5
2024042,2024-02-21,68,68,18,6,7,8,10,10,58,17,6,7,8,10,10,48,14,6,7,8,10,10,38,11,6,7,8,10,11,28,8,6,7,8,8,8,18,6,5,6,6,6,6
2024043,2024-02-22,68,68,19,4,5,8,9,10,58,16,4,5,8,9,10,48,13,4,5,8,9,10,38,11,4,5,8,9,11,28,5,4,5,5,5,5,18,4,3,4,4,4,4
2024044,2024-02-23,68,68,16,5,5,7,9,9,58,13,5,5,7,9,9,48,10,5,5,7,9,9,38,10,5,5,7,9,10,28,7,5,5,7,7,7,18,6,4,6,6,6,6
2024045,2024-02-24,67,67,17,4,6,8,8,11,57,15,4,6,8,8,11,47,13,4,6,8,8,11,37,12,4,6,8,8,12,27,9,4,6,9,9,9,17,6,4,6,6,6,6
2024046,2024-02-25,65,65,18,8,10,12,12,13,55,16,8,10,12,12,13,45,15,8,10,12,12,13,35,13,8,10,12,13,13,25,10,8,10,10,10,10,15,6,6,6,6,6,6
2024047,2024-02-26,65,65,18,5,6,10,10,12,55,18,5,6,10,10,12,45,16,5,6,10,10,12,35,10,5,6,10,10,10,25,7,5,6,7,7,7,15,5,5,5,5,5,5
2024048,2024-02-27,67,67,17,2,3,7,9,12,57,13,2,3,7,9,12,47,13,2,3,7,9,12,37,12,2,3,7,9,12,27,7,2,3,6,7,7,17,3,1,3,3,3,3
2024049,2024-02-28,68,68,15,2,3,3,4,8,58,12,2,3,3,4,8,48,9,2,3,3,4,8,38,7,2,3,3,4,7,28,5,2,3,3,5,5,18,2,2,2,2,2,2
2024050,2024-02-29,71,71,18,5,6,7,8,11,61,15,5,6,7,8,11,51,14,5,6,7,8,11,41,11,5,6,7,8,11,31,10,5,6,7,9,10,21,7,6,7,7,7,7
2024051,2024-03-01,67,67,16,5,7,8,8,10,57,15,5,7,8,8,10,47,13,5,7,8,8,10,37,11,5,7,8,8,11,27,7,5,7,7,7,7,17,7,6,7,7,7,7
2024052,2024-03-02,66,66,14,4,7,8,10,13,56,13,4,7,8,10,13,46,13,4,7,8,10,13,36,12,4,7,8,9,12,26,8,4,6,8,8,8,16,5,5,5,5,5,5
2024053,2024-03-03,63,63,18,4,6,9,11,14,53,17,4,6,9,11,14,43,15,4,6,9,11,13,33,12,4,6,9,11,12,23,7,4,6,7,7,7,13,3,3,3,3,3,3
2024054,2024-03-04,68,68,16,7,9,9,10,11,58,13,7,9,9,10,11,48,12,7,9,9,10,11,38,10,7,9,9,10,10,28,9,7,9,9,9,9,18,7,7,7,7,7,7
2024055,2024-03-05,64,64,17,4,6,8,9,12,54,14,4,6,8,9,12,44,13,4,6,8,9,12,34,10,4,6,8,9,10,24,7,4,5,7,7,7,14,3,3,3,3,3,3
2024056,2024-03-06,65,65,14,3,3,3,3,4,55,12,3,3,3,3,4,45,6,3,3,3,3,4,35,4,3,3,3,3,4,25,3,3,3,3,3,3,15,3,3,3,3,3,3
2024057,2024-03-07,69,69,17,2,2,3,5,7,59,12,2,2,3,5,7,49,9,2,2,3,5,7,39,7,2,2,3,5,7,29,3,2,2,3,3,3,19,3,2,3,3,3,3
2024058,2024-03-08,71,71,17,3,5,6,7,9,61,15,3,5,6,7,9,51,12,3,5,6,7,9,41,9,3,5,6,7,9,31,7,3,5,6,7,7,21,4,3,4,4,4,4
2024059,2024-03-09,68,68,18,4,5,7,9,11,58,14,4,5,7,9,11,48,13,4,5,7,9,11,38,10,4,5,7,9,10,28,8,4,5,7,8,8,18,5,4,5,5,5,5
2024060,2024-03-10,68,68,15,2,3,5,5,7,58,12,2,3,5,5,7,48,7,2,3,5,5,7,38,5,2,3,5,5,5,28,4,2,3,4,4,4,18,2,1,2,2,2,2
2024061,2024-03-11,69,69,19,5,7,9,10,14,59,17,5,7,9,10,14,49,15,5,7,9,10,14,39,12,5,7,9,10,12,29,11,5,7,10,11,11,19,8,6,8,8,8,8
2024062,2024-03-12,64,64,14,3,5,6,7,8,54,12,3,5,6,7,8,44,8,3,5,6,7,8,34,7,3,5,6,7,7,24,5,3,5,5,5,5,14,1,1,1,1,1,1
2024063,2024-03-13,69,69,17,4,5,5,6,12,59,17,4,5,5,6,12,49,12,4,5,5,6,12,39,11,4,5,5,6,11,29,8,4,5,5,8,8,19,4,4,4,4,4,4
2024064,2024-03-14,68,68,18,5,6,8,9,11,58,13,5,6,8,9,11,48,12,5,6,8,9,11,38,11,5,6,8,9,11,28,8,5,6,7,8,8,18,5,4,5,5,5,5
2024065,2024-03-15,67,67,16,3,4,4,7,9,57,14,3,4,4,7,9,47,12,3,4,4,7,9,37,9,3,4,4,7,9,27,5,3,4,5,5,5,17,1,1,1,1,1,1
2024066,2024-03-16,67,67,16,5,6,6,7,9,57,13,5,6,6,7,9,47,12,5,6,6,7,9,37,7,5,6,6,7,7,27,6,5,6,6,6,6,17,4,4,4,4,4,4
2024067,2024-03-17,69,69,18,5,7,7,7,11,59,16,5,7,7,7,11,49,14,5,7,7,7,11,39,12,5,7,7,7,12,29,10,5,7,7,10,10,19,6,5,6,6,6,6
2024068,2024-03-18,66,66,15,3,4,5,7,10,56,14,3,4,5,7,10,46,11,3,4,5,7,10,36,9,3,4,5,7,9,26,6,3,4,6,6,6,16,3,2,3,3,3,3
2024069,2024-03-19,68,68,16,6,7,8,9,12,58,14,6,7,8,9,12,48,12,6,7,8,9,12,38,11,6,7,8,9,11,28,10,6,7,9,10,10,18,6,5,6,6,6,6
2024070,2024-03-20,63,63,14,4,7,7,7,7,53,11,4,7,7,7,7,43,8,4,7,7,7,7,33,7,4,7,7,7,7,23,5,4,5,5,5,5,13,5,5,5,5,5,5
2024071,2024-03-21,65,65,17,4,5,6,7,9,55,13,4,5,6,7,9,45,10,4,5,6,7,9,35,8,4,5,6,7,8,25,6,4,5,6,6,6,15,5,5,5,5,5,5
2024072,2024-03-22,65,65,15,3,4,5,7,11,55,13,3,4,5,7,11,45,11,3,4,5,7,11,35,10,3,4,5,8,10,25,6,3,4,6,6,6,15,3,3,3,3,3,3
2024073,2024-03-23,65,65,16,5,6,9,11,14,55,15,5,6,9,11,14,45,15,5,6,9,11,14,35,13,5,6,9,11,13,25,9,5,6,9,9,9,15,7,7,7,7,7,7
2024074,2024-03-24,65,65,18,5,5,6,7,8,55,13,5,5,6,7,8,45,9,5,5,6,7,8,35,7,5,5,6,7,7,25,7,5,6,7,7,7,15,4,4,4,4,4,4
2024075,2024-03-25,66,66,15,2,3,5,7,10,56,11,2,3,5,7,10,46,10,2,3,5,7,10,36,9,2,3,5,7,9,26,6,2,3,6,6,6,16,3,3,3,3,3,3
2024076,2024-03-26,68,68,18,4,6,6,9,11,58,16,4,6,6,9,11,48,13,4,6,6,9,11,38,11,4,6,6,9,11,28,7,4,6,6,7,7,18,4,4,4,4,4,4
2024077,2024-03-27,68,68,16,2,3,5,6,8,58,14,2,3,5,6,8,48,11,2,3,5,6,8,38,9,2,3,5,6,9,28,6,2,3,5,6,6,18,5,4,5,5,5,5
2024078,2024-03-28,69,69,15,2,4,5,5,7,59,13,2,4,5,5,7,49,11,2,4,5,5,7,39,7,2,4,5,5,7,29,6,2,4,5,6,6,19,2,2,2,2,2,2
2024079,2024-03-29,69,69,17,5,6,6,7,9,59,15,5,6,6,7,9,49,12,5,6,6,7,9,39,9,5,6,6,7,9,29,7,5,6,6,7,7,19,4,4,4,4,4,4
2024080,2024-03-30,67,67,15,3,4,5,6,9,57,13,3,4,5,6,9,47,12,3,4,5,6,9,37,8,3,4,5,6,8,27,5,3,4,4,5,5,17,3,2,3,3,3,3
2024081,2024-03-31,69,69,17,4,6,6,9,13,59,16,4,6,6,9,13,49,15,4,6,6,9,13,39,14,4,6,6,9,14,29,12,4,6,8,12,12,19,6,6,6,6,6,6
2024082,2024-04-01,66,66,17,4,6,7,8,11,56,15,4,6,7,8,11,46,14,4,6,7,8,11,36,9,4,6,7,8,9,26,8,4,6,8,8,8,16,6,5,6,6,6,6
2024083,2024-04-02,66,66,15,5,6,6,7,10,56,14,5,6,6,7,10,46,12,5,6,6,7,10,36,8,5,6,6,7,8,26,7,5,6,7,7,7,16,4,4,4,4,4,4
2024084,2024-04-03,65,65,16,3,5,7,8,11,55,14,3,5,7,8,11,45,13,3,5,7,8,11,35,11,3,5,7,10,11,25,8,3,5,8,8,8,15,4,4,4,4,4,4
2024085,2024-04-04,68,68,16,5,5,6,7,9,58,13,5,5,6,7,9,48,9,5,5,6,7,9,38,8,5,5,6,7,8,28,6,5,5,6,6,6,18,4,4,4,4,4,4
2024086,2024-04-05,67,67,17,3,5,5,5,9,57,13,3,5,5,5,9,47,11,3,5,5,5,9,37,8,3,5,5,5,8,27,8,3,5,6,8,8,17,3,3,3,3,3,3
2024087,2024-04-06,68,68,19,5,8,10,10,12,58,17,5,8,10,10,12,48,13,5,8,10,10,12,38,12,5,8,10,10,12,28,12,5,8,10,12,12,18,6,4,6,6,6,6
2024088,2024-04-07,65,65,17,4,7,7,9,11,55,15,4,7,7,9,11,45,12,4,7,7,9,11,35,11,4,7,7,9,11,25,9,4,7,9,9,9,15,4,4,4,4,4,4
2024089,2024-04-08,67,67,17,3,5,6,8,12,57,14,3,5,6,8,12,47,12,3,5,6,8,12,37,11,3,5,6,8,11,27,8,3,5,6,8,8,17,3,3,3,3,3,3
2024090,2024-04-09,69,69,19,4,5,5,8,11,59,16,4,5,5,8,11,49,14,4,5,5,8,11,39,10,4,5,5,8,10,29,6,4,5,5,6,6,19,4,4,4,4,4,4
2024091,2024-04-10,69,69,17,3,5,6,9,12,59,15,3,5,6,9,12,49,12,3,5,6,9,12,39,12,3,5,6,9,12,29,7,3,5,6,7,7,19,4,4,4,4,4,4
2024092,2024-04-11,69,69,18,4,5,7,8,10,59,17,4,5,7,8,10,49,14,4,5,7,8,10,39,10,4,5,7,8,10,29,7,4,5,7,7,7,19,6,5,6,6,6,6
2024093,2024-04-12,68,68,20,6,7,8,9,12,58,18,6,7,8,9,12,48,14,6,7,8,9,12,38,11,6,7,8,9,11,28,9,6,7,8,9,9,18,5,5,5,5,5,5
2024094,2024-04-13,68,68,17,2,3,4,7,11,58,15,2,3,4,7,11,48,12,2,3,4,7,11,38,10,2,3,4,7,10,28,6,2,3,4,6,6,18,3,2,3,3,3,3
2024095,2024-04-14,70,70,17,3,4,7,8,11,60,16,3,4,7,8,11,50,14,3,4,7,8,11,40,11,3,4,7,8,11,30,8,3,4,7,8,8,20,6,4,6,6,6,6
2024096,2024-04-15,68,68,17,6,7,8,9,13,58,16,6,7,8,9,13,48,13,6,7,8,9,13,38,12,6,7,8,9,12,28,10,6,7,9,10,10,18,7,6,7,7,7,7
2024097,2024-04-16,66,66,15,2,2,5,6,8,56,12,2,2,5,6,8,46,10,2,2,5,6,8,36,7,2,2,5,6,7,26,4,2,3,4,4,4,16,1,1,1,1,1,1
2024098,2024-04-17,68,68,18,4,4,6,6,9,58,15,4,4,6,6,9,48,12,4,4,6,6,9,38,8,4,4,6,6,8,28,6,4,4,5,6,6,18,4,4,4,4,4,4
2024099,2024-04-18,69,69,19,4,6,7,8,11,59,19,4,6,7,8,11,49,16,4,6,7,8,11,39,10,4,6,7,8,10,29,9,4,6,7,9,9,19,5,5,5,5,5,5
2024100,2024-04-19,69,69,16,6,6,6,8,9,59,10,6,6,6,8,9,49,10,6,6,6,8,9,39,10,6,6,6,8,10,29,7,6,6,7,7,7,19,5,5,5,5,5,5
2024101,2024-04-20,67,67,17,3,5,5,6,8,57,13,3,5,5,6,8,47,11,3,5,5,6,8,37,9,3,5,5,6,9,27,6,3,4,5,6,6,17,4,3,4,4,4,4
2024102,2024-04-21,67,67,15,4,7,8,9,10,57,14,4,7,8,9,10,47,12,4,7,8,9,10,37,10,4,7,8,9,10,27,7,4,7,7,7,7,17,4,4,4,4,4,4
2024103,2024-04-22,66,66,18,5,7,8,10,12,56,16,5,7,8,10,12,46,15,5,7,8,10,12,36,12,5,7,8,10,12,26,10,5,7,10,10,10,16,6,5,6,6,6,6
2024104,2024-04-23,66,66,16,5,7,9,9,11,56,12,5,7,9,9,11,46,11,5,7,9,9,11,36,10,5,7,9,9,10,26,7,5,7,7,7,7,16,4,4,4,4,4,4
2024105,2024-04-24,66,66,15,3,5,5,6,10,56,15,3,5,5,6,10,46,14,3,5,5,6,10,36,8,3,5,5,6,8,26,6,3,5,6,6,6,16,3,3,3,3,3,3
2024106,2024-04-25,68,68,18,3,4,9,11,13,58,14,3,4,9,11,13,48,14,3,4,9,11,13,38,12,3,4,9,11,12,28,7,3,4,7,7,7,18,5,3,5,5,5,5
2024107,2024-04-26,67,67,18,2,3,5,6,8,57,12,2,3,5,6,8,47,10,2,3,5,6,8,37,7,2,3,5,6,7,27,6,2,3,5,6,6,17,4,3,4,4,4,4
2024108,2024-04-27,70,70,17,4,4,4,7,9,60,15,4,4,4,7,9,50,11,4,4,4,7,9,40,9,4,4,4,7,9,30,5,4,4,4,5,5,20,4,3,4,4,4,4
2024109,2024-04-28,70,70,19,2,5,8,10,13,60,17,2,5,8,10,13,50,16,2,5,8,10,13,40,12,2,5,8,10,12,30,10,2,5,8,10,10,20,6,3,6,6,6,6
2024110,2024-04-29,66,66,17,5,5,6,7,9,56,12,5,5,6,7,9,46,9,5,5,6,7,9,36,7,5,5,6,7,7,26,6,5,5,6,6,6,16,5,4,5,5,5,5
2024111,2024-04-30,70,70,19,5,7,7,9,12,60,17,5,7,7,9,12,50,14,5,7,7,9,12,40,12,5,7,7,9,12,30,9,5,7,7,9,9,20,5,5,5,5,5,5
2024112,2024-05-01,66,66,17,5,5,6,8,11,56,15,5,5,6,8,11,46,13,5,5,6,8,11,36,10,5,5,6,8,10,26,6,5,5,6,6,6,16,5,5,5,5,5,5
2024113,2024-05-02,69,69,17,2,2,4,7,10,59,16,2,2,4,7,10,49,13,2,2,4,7,10,39,10,2,2,4,7,10,29,6,2,2,6,6,6,19,3,2,3,3,3,3
2024114,2024-05-03,69,69,16,4,5,6,7,10,59,13,4,5,6,7,10,49,10,4,5,6,7,10,39,9,4,5,6,7,9,29,8,4,5,6,8,8,19,5,4,5,5,5,5
2024115,2024-05-04,67,67,18,1,1,2,4,9,57,14,1,1,2,4,9,47,11,1,1,2,4,9,37,7,1,1,2,4,7,27,5,1,1,4,5,5,17,2,1,2,2,2,2
2024116,2024-05-05,72,72,18,3,4,6,7,8,62,13,3,4,6,7,8,52,10,3,4,6,7,8,42,8,3,4,6,7,8,32,7,3,4,6,7,7,22,7,3,6,7,7,7
2024117,2024-05-06,68,68,16,2,4,5,7,9,58,14,2,4,5,7,9,48,12,2,4,5,7,9,38,8,2,4,5,7,8,28,5,2,4,4,5,5,18,4,4,4,4,4,4
2024118,2024-05-07,68,68,18,1,2,4,5,8,58,14,1,2,4,5,8,48,11,1,2,4,5,8,38,7,1,2,4,5,7,28,5,1,2,5,5,5,18,3,1,3,3,3,3
2024119,2024-05-08,70,70,19,4,6,8,8,11,60,15,4,6,8,8,11,50,14,4,6,8,8,11,40,12,4,6,8,8,12,30,9,4,6,8,9,9,20,6,5,6,6,6,6
2024120,2024-05-09,68,68,18,4,5,5,9,12,58,15,4,5,5,9,12,48,14,4,5,5,9,12,38,10,4,5,5,9,10,28,6,4,5,5,6,6,18,3,3,3,3,3,3
2024121,2024-05-10,70,70,19,0,1,2,5,9,60,14,0,1,2,5,9,50,12,0,1,2,5,9,40,8,0,1,2,5,8,30,4,0,1,2,4,4,20,1,0,1,1,1,1
2024122,2024-05-11,73,73,17,3,5,6,7,10,63,16,3,5,6,7,10,53,14,3,5,6,7,10,43,11,3,5,6,7,10,33,7,3,5,6,7,7,23,4,3,4,4,4,4
2024123,2024-05-12,69,69,16,5,6,7,8,9,59,13,5,6,7,8,9,49,12,5,6,7,8,9,39,9,5,6,7,8,9,29,8,5,6,7,8,8,19,6,5,6,6,6,6
2024124,2024-05-13,67,67,15,2,3,5,6,8,57,11,2,3,5,6,8,47,8,2,3,5,6,8,37,7,2,3,5,6,7,27,4,2,3,4,4,4,17,2,1,2,2,2,2
2024125,2024-05-14,68,68,15,3,4,4,5,7,58,13,3,4,4,5,7,48,9,3,4,4,5,7,38,5,3,4,4,5,5,28,4,3,4,4,4,4,18,3,3,3,3,3,3
2024126,2024-05-15,66,66,14,1,4,5,7,8,56,13,1,4,5,7,8,46,10,1,4,5,7,8,36,8,1,4,5,7,8,26,4,1,4,4,4,4,16,2,2,2,2,2,2
2024127,2024-05-16,67,67,17,3,6,7,10,13,57,15,3,6,7,10,13,47,15,3,6,7,10,13,37,13,3,6,7,10,13,27,9,3,6,8,9,9,17,6,5,6,6,6,6
2024128,2024-05-17,67,67,16,5,7,8,8,9,57,12,5,7,8,8,9,47,10,5,7,8,8,9,37,9,5,7,8,8,9,27,7,5,7,7,7,7,17,5,5,5,5,5,5
2024129,2024-05-18,65,65,15,5,5,7,9,11,55,12,5,5,7,9,11,45,11,5,5,7,9,11,35,11,5,5,7,9,11,25,9,5,6,9,9,9,15,4,4,4,4,4,4
2024130,2024-05-19,64,64,16,3,3,4,5,6,54,11,3,3,4,5,6,44,8,3,3,4,5,6,34,5,3,3,4,5,5,24,4,3,4,4,4,4,14,2,2,2,2,2,2
2024131,2024-05-20,70,70,19,2,3,6,7,12,60,16,2,3,6,7,12,50,13,2,3,6,7,12,40,11,2,3,6,7,11,30,8,2,3,6,8,8,20,5,3,5,5,5,5
2024132,2024-05-21,69,69,17,4,5,6,7,8,59,15,4,5,6,7,8,49,11,4,5,6,7,8,39,7,4,5,6,7,7,29,6,4,5,6,6,6,19,5,5,5,5,5,5
2024133,2024-05-22,68,68,14,2,5,7,7,7,58,13,2,5,7,7,7,48,8,2,5,7,7,7,38,7,2,5,7,7,7,28,6,2,5,6,6,6,18,4,3,4,4,4,4
2024134,2024-05-23,65,65,15,2,2,3,5,7,55,12,2,2,3,5,7,45,8,2,2,3,5,7,35,4,2,2,3,4,4,25,3,2,2,3,3,3,15,1,1,1,1,1,1
2024135,2024-05-24,69,69,17,3,4,4,4,8,59,14,3,4,4,4,8,49,12,3,4,4,4,8,39,8,3,4,4,4,8,29,7,3,4,5,7,7,19,2,2,2,2,2,2
2024136,2024-05-25,71,71,17,3,4,4,8,10,61,13,3,4,4,8,10,51,12,3,4,4,8,10,41,10,3,4,4,8,9,31,6,3,4,4,5,6,21,5,4,4,5,5,5
2024137,2024-05-26,69,69,16,7,8,8,8,12,59,15,7,8,8,8,12,49,15,7,8,8,8,12,39,12,7,8,8,8,12,29,10,7,8,8,10,10,19,7,7,7,7,7,7
2024138,2024-05-27,63,63,16,5,7,8,10,13,53,14,5,7,8,10,13,43,14,5,7,8,10,13,33,10,5,7,8,10,10,23,8,6,8,8,8,8,13,5,5,5,5,5,5
2024139,2024-05-28,63,63,15,4,6,8,9,9,53,14,4,6,8,9,9,43,11,4,6,8,9,9,33,9,4,6,8,9,9,23,7,4,7,7,7,7,13,4,4,4,4,4,4
2024140,2024-05-29,66,66,16,2,3,5,6,9,56,13,2,3,5,6,9,46,9,2,3,5,6,9,36,8,2,3,5,6,8,26,5,2,3,4,5,5,16,2,2,2,2,2,2
2024141,2024-05-30,70,70,14,2,2,3,5,7,60,12,2,2,3,5,7,50,9,2,2,3,5,7,40,7,2,2,3,5,7,30,4,2,2,3,4,4,20,3,2,3,3,3,3
2024142,2024-05-31,69,69,16,2,2,3,4,6,59,13,2,2,3,4,6,49,10,2,2,3,4,6,39,8,2,2,3,4,8,29,5,2,2,3,5,5,19,3,2,3,3,3,3
2024143,2024-06-01,69,69,15,2,2,4,5,10,59,14,2,2,4,5,10,49,12,2,2,4,5,10,39,8,2,2,4,5,8,29,6,2,2,4,6,6,19,4,2,4,4,4,4
2024144,2024-06-02,68,68,18,4,4,7,9,12,58,16,4,4,7,9,12,48,13,4,4,7,9,12,38,11,4,4,7,9,11,28,7,4,4,6,7,7,18,5,3,5,5,5,5
2024145,2024-06-03,68,68,17,6,6,7,10,12,58,17,6,6,7,10,12,48,16,6,6,7,10,12,38,12,6,6,7,10,12,28,8,6,6,8,8,8,18,5,4,5,5,5,5
2024146,2024-06-04,67,67,17,7,9,10,11,12,57,17,7,9,10,11,12,47,14,7,9,10,11,12,37,11,7,9,10,11,11,27,9,7,9,9,9,9,17,8,8,8,8,8,8
2024147,2024-06-05,64,64,14,6,6,6,8,9,54,12,6,6,6,8,9,44,11,6,6,6,8,9,34,8,6,6,6,8,8,24,6,6,6,6,6,6,14,6,6,6,6,6,6
2024148,2024-06-06,62,62,15,5,9,10,11,12,52,14,5,9,10,11,12,42,11,5,9,10,11,11,32,11,5,9,10,11,11,22,10,5,9,10,10,10,12,4,4,4,4,4,4
2024149,2024-06-07,64,64,15,3,3,4,6,10,54,13,3,3,4,6,10,44,11,3,3,4,6,10,34,7,3,3,4,6,7,24,4,3,4,4,4,4,14,3,3,3,3,3,3
2024150,2024-06-08,67,67,18,5,6,8,8,13,57,18,5,6,8,8,13,47,16,5,6,8,8,13,37,12,5,6,8,8,12,27,7,5,6,6,7,7,17,4,4,4,4,4,4
2024151,2024-06-09,68,68,17,4,7,8,10,13,58,16,4,7,8,10,13,48,15,4,7,8,10,13,38,13,4,7,8,10,13,28,10,4,7,8,10,10,18,7,6,7,7,7,7
2024152,2024-06-10,66,66,17,4,6,7,9,10,56,15,4,6,7,9,10,46,11,4,6,7,9,10,36,10,4,6,7,9,10,26,8,4,6,8,8,8,16,4,4,4,4,4,4
2024153,2024-06-11,67,67,16,3,5,5,5,8,57,14,3,5,5,5,8,47,11,3,5,5,5,8,37,7,3,5,5,5,7,27,5,3,5,5,5,5,17,2,2,2,2,2,2
