issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2023227,2023-08-25,68,68,17,5,7,8,9,10,58,14,5,7,8,9,10,48,11,5,7,8,9,10,38,10,5,7,8,9,10,28,9,5,7,8,9,9,18,6,6,6,6,6,6
2023228,2023-08-26,67,67,18,5,6,7,10,12,57,15,5,6,7,10,12,47,12,5,6,7,10,12,37,11,5,6,7,10,11,27,9,5,6,9,9,9,17,5,5,5,5,5,5
2023229,2023-08-27,67,67,18,6,7,7,8,10,57,13,6,7,7,8,10,47,11,6,7,7,8,10,37,10,6,7,7,8,10,27,9,6,7,8,9,9,17,7,6,7,7,7,7
2023230,2023-08-28,65,65,14,0,2,3,5,9,55,13,0,2,3,5,9,45,11,0,2,3,5,10,35,8,0,2,3,5,8,25,3,0,1,3,3,3,15,1,1,1,1,1,1
2023231,2023-08-29,70,70,19,4,5,6,7,9,60,16,4,5,6,7,9,50,11,4,5,6,7,9,40,8,4,5,6,7,8,30,6,4,5,6,6,6,20,6,6,6,6,6,6
2023232,2023-08-30,69,69,17,5,6,7,9,11,59,13,5,6,7,9,11,49,12,5,6,7,9,11,39,10,5,6,7,9,10,29,8,5,6,7,8,8,19,6,5,6,6,6,6
2023233,2023-08-31,68,68,16,5,5,7,8,10,58,12,5,5,7,8,10,48,10,5,5,7,8,10,38,8,5,5,7,8,8,28,7,5,5,7,7,7,18,4,3,4,4,4,4
2023234,2023-09-01,66,66,16,2,4,6,7,9,56,12,2,4,6,7,9,46,10,2,4,6,7,9,36,8,2,4,6,7,8,26,5,2,4,4,5,5,16,3,3,3,3,3,3
2023235,2023-09-02,69,69,16,3,4,4,7,7,59,13,3,4,4,7,7,49,8,3,4,4,7,7,39,7,3,4,4,7,7,29,4,3,4,4,4,4,19,2,2,2,2,2,2
2023236,2023-09-03,69,69,18,6,7,8,10,11,59,14,6,7,8,10,11,49,13,6,7,8,10,11,39,10,6,7,8,10,10,29,8,6,7,8,8,8,19,5,4,5,5,5,5
2023237,2023-09-04,66,66,17,5,7,8,9,14,56,16,5,7,8,9,14,46,14,5,7,8,9,14,36,12,5,7,8,9,12,26,8,5,7,7,8,8,16,6,6,6,6,6,6
2023238,2023-09-05,67,67,17,3,4,5,8,9,57,15,3,4,5,8,9,47,11,3,4,5,8,9,37,9,3,4,5,8,9,27,5,3,4,5,5,5,17,3,2,3,3,3,3
2023239,2023-09-06,68,68,16,1,2,5,5,9,58,14,1,2,5,5,9,48,11,1,2,5,5,9,38,8,1,2,5,5,8,28,6,1,2,4,6,6,18,4,3,4,4,4,4
2023240,2023-09-07,69,69,17,2,3,4,6,10,59,14,2,3,4,6,10,49,13,2,3,4,6,10,39,10,2,3,4,6,10,29,7,2,3,4,7,7,19,3,2,3,3,3,3
2023241,2023-09-08,70,70,19,3,6,9,9,12,60,16,3,6,9,9,12,50,15,3,6,9,9,12,40,12,3,6,9,9,12,30,10,3,6,9,10,10,20,6,5,6,6,6,6
2023242,2023-09-09,67,67,19,4,5,5,7,10,57,15,4,5,5,7,10,47,11,4,5,5,7,10,37,8,4,5,5,7,8,27,6,4,5,6,6,6,17,4,4,4,4,4,4
2023243,2023-09-10,70,70,18,4,6,6,8,13,60,17,4,6,6,8,13,50,14,4,6,6,8,13,40,13,4,6,6,8,13,30,9,4,6,6,9,9,20,4,4,4,4,4,4
2023244,2023-09-11,68,68,18,4,5,6,6,8,58,16,4,5,6,6,8,48,11,4,5,6,6,8,38,9,4,5,6,6,9,28,7,4,5,5,7,7,18,4,4,4,4,4,4
2023245,2023-09-12,70,70,18,4,5,6,7,8,60,15,4,5,6,7,8,50,12,4,5,6,7,8,40,9,4,5,6,7,9,30,6,4,5,6,6,6,20,6,5,6,6,6,6
2023246,2023-09-13,67,67,16,2,4,5,5,8,57,16,2,4,5,5,8,47,12,2,4,5,5,8,37,9,2,4,5,5,9,27,7,2,4,5,7,7,17,4,3,4,4,4,4
2023247,2023-09-14,68,68,18,3,4,4,6,10,58,16,3,4,4,6,10,48,12,3,4,4,6,10,38,8,3,4,4,6,8,28,6,3,4,5,6,6,18,4,4,4,4,4,4
2023248,2023-09-15,69,69,19,3,5,6,7,10,59,18,3,5,6,7,10,49,13,3,5,6,7,10,39,10,3,5,6,7,10,29,8,3,5,6,8,8,19,4,4,4,4,4,4
2023249,2023-09-16,69,69,18,3,4,7,7,9,59,16,3,4,7,7,9,49,11,3,4,7,7,9,39,9,3,4,7,7,9,29,9,3,4,7,9,9,19,6,5,6,6,6,6
2023250,2023-09-17,68,68,18,4,5,6,7,10,58,14,4,5,6,7,10,48,10,4,5,6,7,10,38,9,4,5,6,7,9,28,8,4,5,7,8,8,18,5,4,5,5,5,5
2023251,2023-09-18,69,69,17,6,6,8,8,12,59,14,6,6,8,8,12,49,13,6,6,8,8,12,39,11,6,6,8,8,11,29,10,6,6,8,10,10,19,6,4,6,6,6,6
2023252,2023-09-19,65,65,17,5,5,5,5,8,55,12,5,5,5,5,8,45,9,5,5,5,5,8,35,8,5,5,5,6,8,25,5,5,5,5,5,5,15,4,4,4,4,4,4
2023253,2023-09-20,67,67,17,2,4,6,7,12,57,17,2,4,6,7,12,47,14,2,4,6,7,12,37,9,2,4,6,7,9,27,6,2,4,5,6,6,17,3,3,3,3,3,3
2023254,2023-09-21,70,70,18,1,1,3,4,9,60,14,1,1,3,4,9,50,12,1,1,3,4,9,40,8,1,1,3,4,8,30,5,1,1,3,5,5,20,3,1,3,3,3,3
2023255,2023-09-22,71,71,19,4,5,5,6,8,61,16,4,5,5,6,8,51,13,4,5,5,6,8,41,9,4,5,5,6,9,31,7,4,5,5,7,7,21,5,4,4,5,5,5
2023256,2023-09-23,70,70,17,4,4,5,6,8,60,16,4,4,5,6,8,50,10,4,4,5,6,8,40,8,4,4,5,6,8,30,7,4,4,5,7,7,20,5,4,5,5,5,5
2023257,2023-09-24,68,68,16,3,5,5,7,9,58,13,3,5,5,7,9,48,9,3,5,5,7,9,38,8,3,5,5,7,8,28,6,3,5,5,6,6,18,4,3,4,4,4,4
2023258,2023-09-25,68,68,16,3,4,5,5,7,58,12,3,4,5,5,7,48,10,3,4,5,5,7,38,8,3,4,5,5,8,28,5,3,4,5,5,5,18,4,2,4,4,4,4
2023259,2023-09-26,65,65,15,4,4,4,7,8,55,12,4,4,4,7,8,45,10,4,4,4,7,8,35,7,4,4,4,7,7,25,7,4,4,7,7,7,15,3,3,3,3,3,3
2023260,2023-09-27,67,67,14,3,3,5,9,12,57,14,3,3,5,9,12,47,12,3,3,5,9,12,37,11,3,3,5,9,11,27,6,3,3,6,6,6,17,5,3,5,5,5,5
2023261,2023-09-28,67,67,18,1,2,3,6,10,57,15,1,2,3,6,10,47,12,1,2,3,6,10,37,8,1,2,3,6,8,27,5,1,1,4,5,5,17,1,1,1,1,1,1
2023262,2023-09-29,71,71,18,4,6,7,10,12,61,14,4,6,7,10,12,51,13,4,6,7,10,12,41,12,4,6,7,10,12,31,9,4,6,7,8,9,21,6,4,5,6,6,6
2023263,2023-09-30,67,67,16,0,0,1,5,8,57,13,0,0,1,5,8,47,8,0,0,1,5,8,37,6,0,0,1,5,6,27,3,0,0,3,3,3,17,1,0,1,1,1,1
2023264,2023-10-05,71,71,17,2,4,5,5,8,61,15,2,4,5,5,8,51,11,2,4,5,5,8,41,9,2,4,5,5,8,31,7,2,4,5,6,7,21,3,2,3,3,3,3
2023265,2023-10-06,70,70,16,4,6,7,7,9,60,12,4,6,7,7,9,50,10,4,6,7,7,9,40,10,4,6,7,7,10,30,8,4,6,7,8,8,20,4,3,4,4,4,4
2023266,2023-10-07,68,68,16,7,8,9,9,10,58,14,7,8,9,9,10,48,12,7,8,9,9,10,38,11,7,8,9,9,11,28,10,7,8,10,10,10,18,8,7,8,8,8,8
2023267,2023-10-08,64,64,15,4,7,7,7,10,54,12,4,7,7,7,10,44,10,4,7,7,7,10,34,10,4,7,7,9,10,24,7,4,7,7,7,7,14,4,4,4,4,4,4
2023268,2023-10-09,67,67,17,4,6,8,8,10,57,15,4,6,8,8,10,47,11,4,6,8,8,10,37,10,4,6,8,8,10,27,7,4,6,7,7,7,17,6,6,6,6,6,6
2023269,2023-10-10,66,66,18,3,6,7,9,9,56,15,3,6,7,9,9,46,9,3,6,7,9,9,36,9,3,6,7,9,9,26,8,3,6,8,8,8,16,4,4,4,4,4,4
2023270,2023-10-11,66,66,17,4,7,9,9,12,56,14,4,7,9,9,12,46,13,4,7,9,9,12,36,11,4,7,9,9,11,26,10,4,7,10,10,10,16,6,5,6,6,6,6
2023271,2023-10-12,66,66,16,3,5,5,7,8,56,15,3,5,5,7,8,46,8,3,5,5,7,8,36,7,3,5,5,7,7,26,7,3,5,7,7,7,16,5,5,5,5,5,5
2023272,2023-10-13,66,66,15,1,2,5,8,11,56,13,1,2,5,8,11,46,11,1,2,5,8,11,36,9,1,2,5,8,9,26,5,1,2,4,5,5,16,2,2,2,2,2,2
2023273,2023-10-14,70,70,16,4,4,6,7,10,60,16,4,4,6,7,10,50,12,4,4,6,7,10,40,9,4,4,6,7,9,30,6,4,4,6,6,6,20,6,4,6,6,6,6
2023274,2023-10-15,68,68,17,4,6,7,8,10,58,13,4,6,7,8,10,48,11,4,6,7,8,10,38,10,4,6,7,8,10,28,7,4,6,7,7,7,18,6,5,6,6,6,6
2023275,2023-10-16,66,66,18,2,3,4,6,11,56,15,2,3,4,6,11,46,13,2,3,4,6,11,36,10,2,3,4,6,10,26,6,2,4,6,6,6,16,3,3,3,3,3,3
2023276,2023-10-17,69,69,17,5,5,5,7,11,59,16,5,5,5,7,11,49,14,5,5,5,7,11,39,11,5,5,5,7,11,29,6,5,5,5,6,6,19,5,5,5,5,5,5
2023277,2023-10-18,70,70,19,7,8,9,10,14,60,18,7,8,9,10,14,50,15,7,8,9,10,14,40,14,7,8,9,10,14,30,12,7,8,9,12,12,20,6,5,6,6,6,6
2023278,2023-10-19,64,64,17,3,5,5,6,11,54,14,3,5,5,6,11,44,11,3,5,5,6,11,34,9,3,5,5,6,9,24,6,3,5,6,6,6,14,4,4,4,4,4,4
2023279,2023-10-20,68,68,16,4,8,8,9,11,58,14,4,8,8,9,11,48,13,4,8,8,9,11,38,11,4,8,8,9,11,28,10,4,8,8,10,10,18,6,6,6,6,6,6
2023280,2023-10-21,65,65,18,5,5,5,7,10,55,15,5,5,5,7,10,45,11,5,5,5,7,10,35,9,5,5,5,7,9,25,6,5,5,6,6,6,15,3,3,3,3,3,3
2023281,2023-10-22,68,68,18,7,8,8,9,13,58,17,7,8,8,9,13,48,15,7,8,8,9,13,38,11,7,8,8,9,11,28,10,7,8,9,10,10,18,7,7,7,7,7,7
2023282,2023-10-23,66,66,13,5,5,7,9,12,56,13,5,5,7,9,12,46,13,5,5,7,9,12,36,11,5,5,7,9,11,26,7,5,5,7,7,7,16,4,4,4,4,4,4
2023283,2023-10-24,64,64,16,2,3,6,8,11,54,15,2,3,6,8,11,44,13,2,3,6,8,12,34,9,2,3,6,8,9,24,6,2,3,6,6,6,14,2,2,2,2,2,2
2023284,2023-10-25,66,66,18,5,6,6,7,10,56,15,5,6,6,7,10,46,11,5,6,6,7,10,36,9,5,6,6,7,9,26,7,5,6,7,7,7,16,5,5,5,5,5,5
2023285,2023-10-26,69,69,20,6,9,12,13,15,59,20,6,9,12,13,15,49,18,6,9,12,13,15,39,16,6,9,12,13,16,29,11,6,9,10,11,11,19,7,5,7,7,7,7
2023286,2023-10-27,64,64,14,2,5,6,7,9,54,9,2,5,6,7,9,44,9,2,5,6,7,9,34,8,2,5,6,6,8,24,6,2,5,6,6,6,14,3,3,3,3,3,3
2023287,2023-10-28,66,66,13,5,5,5,6,7,56,12,5,5,5,6,7,46,10,5,5,5,6,7,36,6,5,5,5,6,6,26,5,5,5,5,5,5,16,3,3,3,3,3,3
2023288,2023-10-29,67,67,15,2,2,4,5,7,57,13,2,2,4,5,7,47,10,2,2,4,5,7,37,6,2,2,4,5,6,27,5,2,3,4,5,5,17,2,2,2,2,2,2
2023289,2023-10-30,66,66,19,3,3,5,6,11,56,17,3,3,5,6,11,46,13,3,3,5,6,11,36,9,3,3,5,6,9,26,5,3,3,5,5,5,16,3,3,3,3,3,3
2023290,2023-10-31,70,70,19,3,3,5,7,9,60,15,3,3,5,7,9,50,11,3,3,5,7,9,40,9,3,3,5,7,9,30,7,3,3,5,7,7,20,6,3,6,6,6,6
2023291,2023-11-01,69,69,16,4,5,5,5,8,59,16,4,5,5,5,8,49,12,4,5,5,5,8,39,8,4,5,5,5,8,29,6,4,5,5,6,6,19,4,4,4,4,4,4
2023292,2023-11-02,68,68,17,5,7,7,7,11,58,15,5,7,7,7,11,48,12,5,7,7,7,11,38,10,5,7,7,7,10,28,10,5,7,8,10,10,18,5,5,5,5,5,5
2023293,2023-11-03,66,66,19,4,5,7,10,14,56,16,4,5,7,10,14,46,14,4,5,7,10,14,36,12,4,5,7,10,12,26,8,4,5,7,8,8,16,4,4,4,4,4,4
2023294,2023-11-04,68,68,17,3,3,6,8,10,58,14,3,3,6,8,10,48,12,3,3,6,8,10,38,10,3,3,6,8,10,28,6,3,3,6,6,6,18,4,3,4,4,4,4
2023295,2023-11-05,69,69,16,3,4,4,6,7,59,15,3,4,4,6,7,49,10,3,4,4,6,7,39,6,3,4,4,6,6,29,4,3,4,4,4,4,19,3,3,3,3,3,3
2023296,2023-11-06,69,69,18,6,8,8,8,11,59,16,6,8,8,8,11,49,15,6,8,8,8,11,39,12,6,8,8,8,12,29,11,6,8,9,11,11,19,6,5,6,6,6,6
2023297,2023-11-07,65,65,16,4,4,5,7,7,55,11,4,4,5,7,7,45,8,4,4,5,7,7,35,6,4,4,5,6,6,25,5,4,4,5,5,5,15,4,4,4,4,4,4
2023298,2023-11-08,67,67,15,3,5,7,7,10,57,11,3,5,7,7,10,47,10,3,5,7,7,10,37,9,3,5,7,7,9,27,5,3,5,5,5,5,17,4,3,4,4,4,4
2023299,2023-11-09,66,66,18,6,8,9,10,14,56,17,6,8,9,10,14,46,15,6,8,9,10,14,36,12,6,8,9,11,12,26,9,6,8,9,9,9,16,6,6,6,6,6,6
2023300,2023-11-10,65,65,18,5,7,8,10,14,55,17,5,7,8,10,14,45,15,5,7,8,10,14,35,12,5,7,8,10,12,25,9,5,7,9,9,9,15,4,4,4,4,4,4
2023301,2023-11-11,67,67,17,4,5,7,9,10,57,15,4,5,7,9,10,47,13,4,5,7,9,10,37,10,4,5,7,9,10,27,6,4,5,6,6,6,17,5,4,5,5,5,5
2023302,2023-11-12,68,68,17,5,6,8,8,11,58,15,5,6,8,8,11,48,15,5,6,8,8,11,38,9,5,6,8,8,9,28,8,5,6,7,8,8,18,6,5,6,6,6,6
2023303,2023-11-13,67,67,12,4,7,7,7,7,57,9,4,7,7,7,7,47,8,4,7,7,7,7,37,8,4,7,7,7,8,27,7,4,7,7,7,7,17,6,6,6,6,6,6
2023304,2023-11-14,62,62,15,4,6,9,9,10,52,15,4,6,9,9,10,42,12,4,6,9,9,10,32,9,4,6,8,8,9,22,8,4,6,8,8,8,12,4,4,4,4,4,4
2023305,2023-11-15,66,66,17,3,3,5,6,10,56,15,3,3,5,6,10,46,12,3,3,5,6,10,36,8,3,3,5,6,8,26,4,3,3,4,4,4,16,3,2,3,3,3,3
2023306,2023-11-16,68,68,17,2,3,6,9,11,58,14,2,3,6,9,11,48,13,2,3,6,9,11,38,11,2,3,6,9,11,28,6,2,3,6,6,6,18,4,2,4,4,4,4
2023307,2023-11-17,69,69,18,6,6,7,8,11,59,14,6,6,7,8,11,49,14,6,6,7,8,11,39,11,6,6,7,8,11,29,9,6,6,7,9,9,19,4,4,4,4,4,4
2023308,2023-11-18,69,69,17,3,4,6,9,10,59,15,3,4,6,9,10,49,12,3,4,6,9,10,39,10,3,4,6,9,10,29,7,3,4,7,7,7,19,4,2,4,4,4,4
2023309,2023-11-19,66,66,17,3,4,5,8,13,56,17,3,4,5,8,13,46,14,3,4,5,8,13,36,11,3,4,5,8,11,26,6,3,4,6,6,6,16,4,4,4,4,4,4
2023310,2023-11-20,69,69,16,1,1,2,4,7,59,13,1,1,2,4,7,49,11,1,1,2,4,7,39,7,1,1,2,4,7,29,4,1,1,2,4,4,19,1,0,1,1,1,1
2023311,2023-11-21,70,70,16,4,5,5,6,9,60,14,4,5,5,6,9,50,13,4,5,5,6,9,40,9,4,5,5,6,9,30,5,4,5,5,5,5,20,3,3,3,3,3,3
2023312,2023-11-22,69,69,19,4,4,6,7,12,59,18,4,4,6,7,12,49,17,4,4,6,7,12,39,11,4,4,6,7,11,29,9,4,4,7,9,9,19,6,4,6,6,6,6
2023313,2023-11-23,68,68,15,5,7,8,8,11,58,14,5,7,8,8,11,48,12,5,7,8,8,11,38,11,5,7,8,8,11,28,10,5,7,9,10,10,18,6,5,6,6,6,6
2023314,2023-11-24,64,64,15,3,5,5,7,10,54,14,3,5,5,7,10,44,11,3,5,5,7,10,34,10,3,5,5,9,10,24,4,3,4,4,4,4,14,3,3,3,3,3,3
2023315,2023-11-25,68,68,17,3,5,5,5,10,58,14,3,5,5,5,10,48,12,3,5,5,5,10,38,8,3,5,5,5,8,28,5,3,5,5,5,5,18,5,5,5,5,5,5
2023316,2023-11-26,68,68,14,1,1,1,2,6,58,10,1,1,1,2,6,48,6,1,1,1,2,6,38,5,1,1,1,2,5,28,4,1,1,2,4,4,18,1,1,1,1,1,1
2023317,2023-11-27,71,71,16,5,7,7,8,9,61,13,5,7,7,8,9,51,11,5,7,7,8,9,41,9,5,7,7,8,9,31,8,5,7,7,8,8,21,6,6,6,6,6,6
2023318,2023-11-28,66,66,16,3,7,8,10,11,56,15,3,7,8,10,11,46,13,3,7,8,10,11,36,10,3,7,8,9,10,26,7,3,6,7,7,7,16,5,4,5,5,5,5
2023319,2023-11-29,65,65,16,5,7,8,8,14,55,15,5,7,8,8,14,45,14,5,7,8,8,14,35,10,5,7,8,8,10,25,7,5,7,7,7,7,15,5,5,5,5,5,5
2023320,2023-11-30,65,65,16,3,3,4,4,9,55,11,3,3,4,4,9,45,10,3,3,4,4,9,35,7,3,3,4,4,7,25,4,3,3,4,4,4,15,2,2,2,2,2,2
2023321,2023-12-01,68,68,19,8,8,8,10,13,58,18,8,8,8,10,13,48,15,8,8,8,10,13,38,11,8,8,8,10,11,28,9,8,8,8,9,9,18,7,7,7,7,7,7
2023322,2023-12-02,66,66,18,5,6,7,8,12,56,16,5,6,7,8,12,46,14,5,6,7,8,12,36,11,5,6,7,8,11,26,7,5,6,7,7,7,16,5,4,5,5,5,5
2023323,2023-12-03,66,66,17,3,5,7,7,9,56,14,3,5,7,7,9,46,12,3,5,7,7,9,36,10,3,5,7,7,10,26,5,3,5,5,5,5,16,4,4,4,4,4,4
2023324,2023-12-04,68,68,15,1,2,3,8,12,58,14,1,2,3,8,12,48,13,1,2,3,8,12,38,10,1,2,3,8,10,28,5,1,2,4,5,5,18,1,0,1,1,1,1
2023325,2023-12-05,70,70,18,2,3,6,7,8,60,14,2,3,6,7,8,50,9,2,3,6,7,8,40,7,2,3,6,7,7,30,6,2,3,6,6,6,20,5,2,5,5,5,5
2023326,2023-12-06,71,71,17,3,4,4,5,7,61,13,3,4,4,5,7,51,10,3,4,4,5,7,41,7,3,4,4,5,7,31,6,3,4,4,6,6,21,4,3,3,4,4,4
2023327,2023-12-07,70,70,18,1,2,3,5,7,60,14,1,2,3,5,7,50,10,1,2,3,5,7,40,6,1,2,3,5,6,30,4,1,2,3,4,4,20,2,1,2,2,2,2
2023328,2023-12-08,70,70,17,6,7,7,9,10,60,16,6,7,7,9,10,50,12,6,7,7,9,10,40,10,6,7,7,9,10,30,9,6,7,7,9,9,20,8,6,8,8,8,8
2023329,2023-12-09,67,67,17,4,6,7,9,12,57,15,4,6,7,9,12,47,13,4,6,7,9,12,37,11,4,6,7,9,11,27,9,4,6,8,9,9,17,5,3,5,5,5,5
2023330,2023-12-10,66,66,18,3,7,7,9,13,56,15,3,7,7,9,13,46,14,3,7,7,9,13,36,11,3,7,7,9,11,26,9,3,7,9,9,9,16,5,5,5,5,5,5
2023331,2023-12-11,67,67,15,2,3,5,5,10,57,12,2,3,5,5,10,47,10,2,3,5,5,10,37,9,2,3,5,5,9,27,5,2,3,4,5,5,17,3,3,3,3,3,3
2023332,2023-12-12,69,69,17,5,6,6,6,8,59,14,5,6,6,6,8,49,13,5,6,6,6,8,39,8,5,6,6,6,8,29,7,5,6,6,7,7,19,6,6,6,6,6,6
2023333,2023-12-13,68,68,15,3,5,7,8,11,58,14,3,5,7,8,11,48,12,3,5,7,8,11,38,9,3,5,7,8,9,28,8,3,5,7,8,8,18,5,3,5,5,5,5
2023334,2023-12-14,66,66,15,3,5,7,9,10,56,13,3,5,7,9,10,46,12,3,5,7,9,10,36,9,3,5,7,8,9,26,7,3,5,7,7,7,16,4,4,4,4,4,4
2023335,2023-12-15,65,65,14,2,3,4,7,8,55,10,2,3,4,7,8,45,9,2,3,4,7,8,35,7,2,3,4,7,7,25,5,2,3,5,5,5,15,1,1,1,1,1,1
2023336,2023-12-16,67,67,15,3,5,6,6,9,57,13,3,5,6,6,9,47,10,3,5,6,6,9,37,8,3,5,6,6,8,27,7,3,5,6,7,7,17,4,4,4,4,4,4
2023337,2023-12-17,67,67,15,6,8,9,10,10,57,12,6,8,9,10,10,47,11,6,8,9,10,10,37,10,6,8,9,10,10,27,9,6,8,9,9,9,17,6,6,6,6,6,6
2023338,2023-12-18,64,64,17,4,6,8,8,9,54,15,4,6,8,8,9,44,9,4,6,8,8,9,34,8,4,6,8,8,8,24,7,4,5,7,7,7,14,3,3,3,3,3,3
2023339,2023-12-19,67,67,16,5,5,7,8,10,57,15,5,5,7,8,10,47,13,5,5,7,8,10,37,10,5,5,7,8,10,27,7,5,5,7,7,7,17,7,5,7,7,7,7
2023340,2023-12-20,67,67,15,4,6,8,8,10,57,15,4,6,8,8,10,47,13,4,6,8,8,10,37,10,4,6,8,8,10,27,7,4,6,6,7,7,17,5,5,5,5,5,5
2023341,2023-12-21,65,65,17,3,5,7,7,11,55,13,3,5,7,7,11,45,12,3,5,7,7,11,35,10,3,5,7,7,10,25,7,3,6,7,7,7,15,3,3,3,3,3,3
2023342,2023-12-22,67,67,16,2,3,6,7,9,57,12,2,3,6,7,9,47,11,2,3,6,7,9,37,8,2,3,6,7,8,27,6,2,3,6,6,6,17,3,2,3,3,3,3
2023343,2023-12-23,69,69,16,2,3,4,6,8,59,14,2,3,4,6,8,49,10,2,3,4,6,8,39,8,2,3,4,6,8,29,5,2,3,5,5,5,19,3,2,3,3,3,3
2023344,2023-12-24,68,68,15,6,6,6,7,9,58,14,6,6,6,7,9,48,10,6,6,6,7,9,38,9,6,6,6,7,9,28,7,6,6,6,7,7,18,3,3,3,3,3,3
2023345,2023-12-25,66,66,15,3,4,6,6,10,56,13,3,4,6,6,10,46,9,3,4,6,6,9,36,9,3,4,6,6,9,26,4,3,4,4,4,4,16,3,3,3,3,3,3
2023346,2023-12-26,67,67,19,5,6,7,10,14,57,18,5,6,7,10,14,47,17,5,6,7,10,14,37,13,5,6,7,10,13,27,8,5,6,7,8,8,17,3,3,3,3,3,3
2023347,2023-12-27,68,68,16,3,5,7,8,12,58,14,3,5,7,8,12,48,12,3,5,7,8,12,38,9,3,5,7,8,9,28,7,3,5,7,7,7,18,4,3,4,4,4,4
2023348,2023-12-28,67,67,17,4,4,4,4,7,57,14,4,4,4,4,7,47,9,4,4,4,4,7,37,5,4,4,4,4,5,27,5,4,4,5,5,5,17,2,2,2,2,2,2
2023349,2023-12-29,69,69,16,1,2,4,6,9,59,13,1,2,4,6,9,49,11,1,2,4,6,9,39,9,1,2,4,6,9,29,5,1,2,4,5,5,19,3,1,3,3,3,3
2023350,2023-12-30,68,68,18,4,4,7,7,9,58,14,4,4,7,7,9,48,13,4,4,7,7,9,38,9,4,4,7,7,9,28,8,4,4,7,8,8,18,6,5,6,6,6,6
2023351,2023-12-31,71,71,19,4,5,6,7,13,61,17,4,5,6,7,13,51,14,4,5,6,7,13,41,13,4,5,6,7,13,31,8,4,5,6,8,8,21,5,4,5,5,5,5
2024001,2024-01-01,69,69,19,3,5,6,8,9,59,16,3,5,6,8,9,49,14,3,5,6,8,9,39,10,3,5,6,8,10,29,6,3,5,6,6,6,19,4,3,4,4,4,4
2024002,2024-01-02,70,70,18,3,4,5,6,9,60,16,3,4,5,6,9,50,13,3,4,5,6,9,40,10,3,4,5,6,10,30,7,3,4,5,7,7,20,4,3,4,4,4,4
2024003,2024-01-03,70,70,17,6,8,9,10,11,60,15,6,8,9,10,11,50,14,6,8,9,10,11,40,11,6,8,9,10,11,30,9,6,8,9,9,9,20,7,6,7,7,7,7
2024004,2024-01-04,66,66,16,5,5,5,7,9,56,12,5,5,5,7,9,46,11,5,5,5,7,9,36,9,5,5,5,7,9,26,7,5,5,7,7,7,16,5,5,5,5,5,5
2024005,2024-01-05,65,65,17,2,3,4,5,7,55,12,2,3,4,5,7,45,8,2,3,4,5,7,35,5,2,3,4,4,5,25,4,2,3,4,4,4,15,2,2,2,2,2,2
2024006,2024-01-06,70,70,19,5,8,9,9,11,60,15,5,8,9,9,11,50,13,5,8,9,9,11,40,12,5,8,9,9,12,30,10,5,8,9,10,10,20,6,5,6,6,6,6
2024007,2024-01-07,66,66,18,2,4,6,8,9,56,14,2,4,6,8,9,46,10,2,4,6,8,9,36,8,2,4,6,8,8,26,6,2,4,6,6,6,16,3,2,3,3,3,3
2024008,2024-01-08,69,69,17,3,5,5,6,8,59,15,3,5,5,6,8,49,11,3,5,5,6,8,39,8,3,5,5,6,8,29,7,3,5,5,7,7,19,4,3,4,4,4,4
2024009,2024-01-09,70,70,16,5,6,8,9,11,60,15,5,6,8,9,11,50,14,5,6,8,9,11,40,11,5,6,8,9,11,30,10,5,6,8,10,10,20,6,4,6,6,6,6
2024010,2024-01-10,66,66,19,7,9,10,11,12,56,17,7,9,10,11,12,46,14,7,9,10,11,12,36,12,7,9,10,11,12,26,11,7,9,11,11,11,16,7,6,7,7,7,7
2024011,2024-01-11,63,63,13,1,2,4,4,7,53,11,1,2,4,4,7,43,8,1,2,4,4,7,33,5,1,2,4,4,5,23,4,1,4,4,4,4,13,1,1,1,1,1,1
2024012,2024-01-12,66,66,16,4,6,7,9,10,56,15,4,6,7,9,10,46,12,4,6,7,9,10,36,10,4,6,7,9,10,26,7,4,6,7,7,7,16,4,4,4,4,4,4
2024013,2024-01-13,68,68,17,2,3,4,4,6,58,15,2,3,4,4,6,48,11,2,3,4,4,6,38,4,2,3,4,4,4,28,3,2,3,3,3,3,18,3,3,3,3,3,3
2024014,2024-01-14,71,71,18,2,3,5,5,7,61,14,2,3,5,5,7,51,8,2,3,5,5,7,41,7,2,3,5,5,7,31,5,2,3,5,5,5,21,3,1,3,3,3,3
